entry_time,exit_time,direction,entry_price,exit_price,stop_loss,take_profit,liquidation_price,position_size,pnl,pnl_pct,exit_reason,duration_candles
2025-06-07 17:45:00,2025-06-07 21:30:00,SHORT,34.885,34.73,35.408274999999996,34.117529999999995,37.21066666666666,42.998423391142325,6.664755625627109,6.664755625627109,Time Limit,45
2025-06-07 21:05:00,2025-06-07 22:45:00,SHORT,34.498,35.01547,35.01547,33.739044,36.797866666666664,43.77057027765206,-22.649957001576745,-22.500000000000135,Stop Loss,20
2025-06-07 21:30:00,2025-06-08 01:15:00,SHORT,34.73,34.593,35.250949999999996,33.965939999999996,37.04533333333333,42.499919318631605,5.822488946652247,5.917074575294847,Time Limit,45
2025-06-07 21:35:00,2025-06-08 01:20:00,SHORT,34.715,34.626,35.235725,33.95127,37.029333333333334,42.76986695538107,3.8065181590291606,3.845599884776281,Time Limit,45
2025-06-07 22:05:00,2025-06-08 01:50:00,SHORT,34.829,34.671,35.351435,34.062762,37.150933333333334,42.79381287417375,6.761422434119506,6.8046742656981785,Time Limit,45
2025-06-07 22:25:00,2025-06-08 02:10:00,SHORT,34.834,34.673,35.35651,34.067652,37.15626666666667,43.07882649841468,6.9356910662448215,6.932881667336568,Time Limit,45
2025-06-07 22:35:00,2025-06-08 02:20:00,SHORT,34.913,34.785,35.43669499999999,34.144914,37.24053333333333,43.27933373944216,5.539754718648601,5.499384183541952,Time Limit,45
2025-06-07 22:40:00,2025-06-08 02:25:00,SHORT,34.94,34.774,35.464099999999995,34.171319999999994,37.26933333333333,43.48371525252196,7.218296731918507,7.126502575844168,Time Limit,45
2025-06-07 22:50:00,2025-06-08 02:35:00,SHORT,35.096,34.873,35.62244,34.323888,37.43573333333333,43.598941646369816,9.722563987140424,9.53100068383857,Time Limit,45
2025-06-07 22:55:00,2025-06-08 02:40:00,SHORT,35.129,34.914,35.655935,34.356162,37.47093333333333,43.97313621229483,9.454224285643226,9.18044920151426,Time Limit,45
2025-06-07 23:00:00,2025-06-08 02:45:00,SHORT,35.081,34.894,35.607215000000004,34.309218,37.41973333333333,44.43754848579487,8.309821566843851,7.995781192098487,Time Limit,45
2025-06-07 23:05:00,2025-06-08 02:50:00,SHORT,35.009,34.845,35.534135,34.238802,37.342933333333335,44.884983026662745,7.361137216372756,7.026764546259597,Time Limit,45
2025-06-08 01:40:00,2025-06-08 03:30:00,SHORT,34.837,35.359555,35.359555,34.070586000000006,37.15946666666667,45.42354613212948,-23.736301149074784,-22.49999999999987,Stop Loss,22
2025-06-08 01:45:00,2025-06-08 04:20:00,SHORT,34.852,35.374779999999994,35.374779999999994,34.085255999999994,37.175466666666665,44.38240631474185,-23.202234373220627,-22.499999999999886,Stop Loss,31
2025-06-08 02:35:00,2025-06-08 06:20:00,SHORT,34.873,35.218,35.396094999999995,34.105793999999996,37.19786666666666,43.357677094644906,-14.958398597652751,-14.839560691652826,Time Limit,45
2025-06-08 02:45:00,2025-06-08 06:30:00,SHORT,34.894,35.045,35.41741,34.126332,37.22026666666667,42.68856179930855,-6.445972831695735,-6.49108729294449,Time Limit,45
2025-06-08 02:50:00,2025-06-08 03:30:00,SHORT,34.845,35.367675,35.367675,34.07841,37.168,42.47110679229528,-22.198585742662917,-22.499999999999982,Stop Loss,8
2025-06-08 02:55:00,2025-06-08 03:25:00,SHORT,34.785,35.306774999999995,35.306774999999995,34.019729999999996,37.104,41.5871162157118,-21.699117563452948,-22.499999999999922,Stop Loss,6
2025-06-08 03:30:00,2025-06-08 07:15:00,SHORT,35.312,35.101,35.84168,34.535135999999994,37.66613333333333,40.044720242930325,8.44943597125824,8.962958767557708,Time Limit,45
2025-06-08 03:35:00,2025-06-08 07:20:00,SHORT,35.25,35.176,35.77875,34.4745,37.6,40.47470397660263,2.995128094268517,3.1489361702126843,Time Limit,45
2025-06-08 03:40:00,2025-06-08 07:25:00,SHORT,35.181,35.257,35.708715,34.407018,37.526399999999995,40.68178867333633,-3.0918159391735816,-3.240385435320223,Time Limit,45
2025-06-08 03:45:00,2025-06-08 07:30:00,SHORT,35.095,35.186,35.621425,34.32291,37.434666666666665,40.6493313408715,-3.6990891520193503,-3.889442940589874,Time Limit,45
2025-06-08 03:50:00,2025-06-08 07:35:00,SHORT,35.111,35.312,35.637665,34.338558,37.45173333333333,40.472776328781755,-8.135028042085153,-8.58705249067246,Time Limit,45
2025-06-08 04:00:00,2025-06-08 07:45:00,SHORT,35.112,35.296,35.63868,34.339536,37.4528,40.12409169562338,-7.3828328719946015,-7.860560492139333,Time Limit,45
2025-06-08 04:20:00,2025-06-08 08:05:00,SHORT,35.177,35.438,35.704655,34.403106,37.52213333333333,39.73513540974888,-10.370870341944569,-11.129431162407375,Time Limit,45
2025-06-08 04:40:00,2025-06-08 08:25:00,SHORT,35.209,35.498,35.737135,34.434402000000006,37.55626666666667,39.257194262711785,-11.345329141923484,-12.312192905222856,Time Limit,45
2025-06-08 05:35:00,2025-06-08 09:20:00,SHORT,35.326,35.186,35.85589,34.548828,37.681066666666666,38.645432799720716,5.410360591960922,5.9446300175508355,Time Limit,45
2025-06-08 05:40:00,2025-06-08 09:25:00,SHORT,35.296,35.052,35.82544,34.519488,37.64906666666666,38.908207728095974,9.493602685655409,10.36944696282864,Time Limit,45
2025-06-08 07:40:00,2025-06-08 11:25:00,SHORT,35.3,35.411,35.829499999999996,34.523399999999995,37.65333333333333,39.30720974502433,-4.363100281697866,-4.716713881020009,Time Limit,45
2025-06-08 07:55:00,2025-06-08 11:40:00,SHORT,35.39,35.387,35.92085,34.61142,37.74933333333333,39.02231855260841,0.11706695565782967,0.1271545634360037,Time Limit,45
2025-06-08 08:00:00,2025-06-08 11:45:00,SHORT,35.418,35.404,35.94927,34.638804,37.779199999999996,38.99642707127164,0.545949978997639,0.5929188548194052,Time Limit,45
2025-06-08 08:05:00,2025-06-08 11:50:00,SHORT,35.438,35.364,35.969570000000004,34.658364000000006,37.800533333333334,38.99752748402267,2.885817033817879,3.1322309385407685,Time Limit,45
2025-06-08 08:10:00,2025-06-08 11:55:00,SHORT,35.485,35.485,36.017275,34.70433,37.85066666666667,39.0678626047491,0.0,0.0,Time Limit,45
2025-06-08 08:15:00,2025-06-08 12:00:00,SHORT,35.394,35.411,35.92491,34.615331999999995,37.7536,39.16830831580273,-0.6658612413687645,-0.7204610951009922,Time Limit,45
2025-06-08 08:30:00,2025-06-08 12:15:00,SHORT,35.51,35.401,36.042649999999995,34.72878,37.87733333333333,39.012230714375356,4.252333147866706,4.604336806533146,Time Limit,45
2025-06-08 08:35:00,2025-06-08 12:20:00,SHORT,35.389,35.475,35.919835000000006,34.610442000000006,37.748266666666666,39.32585866764443,-3.382023845417363,-3.6452004860266687,Time Limit,45
2025-06-08 10:55:00,2025-06-08 14:40:00,SHORT,35.384,35.059,35.91476,34.605552,37.74293333333333,39.18804478355027,12.736114554653948,13.777413520235257,Time Limit,45
2025-06-08 11:05:00,2025-06-08 14:50:00,SHORT,35.41,35.117,35.94114999999999,34.630979999999994,37.77066666666666,39.69878419805489,11.631743770030052,12.411748093758794,Time Limit,45
2025-06-08 11:10:00,2025-06-08 14:55:00,SHORT,35.329,35.197,35.858935,34.551762000000004,37.684266666666666,40.28366396184915,5.317443642964003,5.604460924452908,Time Limit,45
2025-06-08 11:25:00,2025-06-08 15:10:00,SHORT,35.411,35.299,35.942165,34.631958000000004,37.77173333333334,40.415625923374506,4.52655010341802,4.744288497924452,Time Limit,45
2025-06-08 11:35:00,2025-06-08 15:20:00,SHORT,35.454,35.179,35.98581,34.674012,37.8176,40.558119104409705,11.15348275371261,11.634794381451961,Time Limit,45
2025-06-08 12:00:00,2025-06-08 15:45:00,SHORT,35.411,35.176,35.942165,34.631958000000004,37.77173333333334,41.079827704902726,9.653759510652117,9.954533901894866,Time Limit,45
2025-06-08 12:40:00,2025-06-08 16:25:00,SHORT,35.527,35.512,36.059905,34.745406,37.895466666666664,41.35329237268243,0.62029938559026,0.6333211360374039,Time Limit,45
2025-06-08 12:45:00,2025-06-08 16:30:00,SHORT,35.535,35.583,36.068025,34.753229999999995,37.903999999999996,41.3701665175932,-1.9857679928445489,-2.0261713803293295,Time Limit,45
2025-06-08 12:50:00,2025-06-08 16:35:00,SHORT,35.498,35.787,36.030469999999994,34.717043999999994,37.86453333333333,41.32937673146114,-11.94418987539233,-12.211955603132635,Time Limit,45
