entry_time,exit_time,direction,entry_price,exit_price,stop_loss,take_profit,liquidation_price,position_size,pnl,pnl_pct,exit_reason,duration_candles
2025-05-31 12:15:00,2025-05-31 12:50:00,SHORT,31.899,32.281788,32.281788,30.942030000000003,34.0256,47.02341766199567,-17.9999999999999,-17.9999999999999,Stop Loss,7
2025-05-31 13:00:00,2025-05-31 13:05:00,SHORT,32.36,32.74832,32.74832,31.3892,34.51733333333333,45.51915945611867,-17.676000000000013,-18.00000000000001,Stop Loss,1
2025-05-31 13:10:00,2025-05-31 15:15:00,SHORT,32.652,33.043824,33.043824,31.67244,34.8288,44.300073502388834,-17.35783199999999,-17.99999999999999,Stop Loss,25
2025-05-31 15:20:00,2025-05-31 20:20:00,SHORT,33.115,32.96,33.51238,32.12155,35.32266666666667,42.8944361165635,6.648637598067391,7.0209874679148925,Time Limit (5h),60
2025-05-31 15:25:00,2025-05-31 20:25:00,SHORT,33.092,32.964,33.489104,32.09924,35.29813333333333,43.22561973882211,5.532879326569235,5.8020065272573484,Time Limit (5h),60
2025-05-31 16:20:00,2025-05-31 21:20:00,SHORT,33.055,32.9,33.45166,32.06335,35.25866666666666,43.525080241626235,6.746387437452116,7.033731659355672,Time Limit (5h),60
2025-05-31 19:05:00,2025-06-01 00:05:00,SHORT,33.044,32.759,33.440528,32.052679999999995,35.24693333333333,43.84581492988541,12.496057255017192,12.937295726909422,Time Limit (5h),60
2025-05-31 21:25:00,2025-05-31 21:40:00,SHORT,32.969,33.364628,33.364628,31.97993,35.16693333333333,44.51409488991656,-17.611022333108,-18.000000000000096,Stop Loss,3
2025-05-31 21:40:00,2025-06-01 02:00:00,SHORT,33.206,32.20982,33.604472,32.20982,35.41973333333333,43.400851078901304,43.23505982778001,45.000000000000114,Take Profit,52
2025-06-01 04:40:00,2025-06-01 05:35:00,SHORT,32.995,33.39094,33.39094,32.00515,35.19466666666666,45.64392334195081,-18.072255008012142,-18.000000000000142,Stop Loss,11
2025-06-01 04:45:00,2025-06-01 05:35:00,SHORT,32.991,33.386892,33.386892,32.00127,35.1904,44.8277672139568,-17.74695441786794,-18.000000000000156,Stop Loss,10
2025-06-01 05:10:00,2025-06-01 07:05:00,SHORT,33.264,32.26608,33.663168000000006,32.26608,35.4816,43.65958503273348,43.568773095865424,45.00000000000003,Take Profit,23
2025-06-01 16:40:00,2025-06-01 20:15:00,SHORT,33.18,33.57816,33.57816,32.1846,35.391999999999996,45.73977083100195,-18.211747154071606,-17.999999999999872,Stop Loss,43
2025-06-01 18:00:00,2025-06-01 20:10:00,SHORT,33.093,33.490116,33.490116,32.100210000000004,35.299200000000006,45.03453828427574,-17.883935705298306,-17.999999999999858,Stop Loss,26
2025-06-01 20:05:00,2025-06-01 20:15:00,SHORT,33.28,33.67936,33.67936,32.281600000000005,35.498666666666665,43.97542283304056,-17.562024862603145,-18.000000000000068,Stop Loss,2
2025-06-01 20:20:00,2025-06-01 21:55:00,SHORT,33.604,34.007248,34.007248,32.59588,35.84426666666666,42.767498946247024,-17.245908415076126,-17.9999999999999,Stop Loss,19
2025-06-01 20:25:00,2025-06-01 21:55:00,SHORT,33.621,34.024452000000004,34.024452000000004,32.61237,35.8624,41.97644840924038,-16.935482063604912,-18.000000000000064,Stop Loss,18
2025-06-01 22:05:00,2025-06-02 03:05:00,SHORT,34.077,33.365,34.485924,33.05469,36.3488,40.66927689854341,28.95652515176275,31.340787041112605,Time Limit (5h),60
2025-06-01 22:10:00,2025-06-02 03:10:00,SHORT,33.986,33.286,34.393831999999996,32.96642,36.25173333333333,42.05619186133431,29.43933430293384,30.895074442417283,Time Limit (5h),60
2025-06-01 23:10:00,2025-06-02 04:10:00,SHORT,34.14,33.592,34.54968,33.1158,36.416,43.159951319675116,23.651653323182042,24.07732864674876,Time Limit (5h),60
2025-06-02 06:50:00,2025-06-02 07:40:00,SHORT,33.32,33.71984,33.71984,32.3204,35.541333333333334,45.286861285668714,-18.107498616461665,-17.99999999999989,Stop Loss,10
2025-06-02 08:10:00,2025-06-02 09:05:00,SHORT,33.869,32.85293,34.275428,32.85293,36.126933333333334,43.75083321367,44.453909103413636,44.999999999999964,Take Profit,11
2025-06-02 09:10:00,2025-06-02 11:05:00,LONG,32.914,32.519032,32.519032,33.90142,30.719733333333334,47.04617590596431,-18.58173400522685,-17.99999999999994,Stop Loss,23
2025-06-02 16:00:00,2025-06-02 18:00:00,SHORT,33.573,33.975876,33.975876,32.56581,35.8112,45.29250387993535,-18.247262793132794,-17.999999999999957,Stop Loss,24
2025-06-02 17:30:00,2025-06-02 18:00:00,SHORT,33.76,34.165119999999995,34.165119999999995,32.7472,36.010666666666665,44.23087495768277,-17.918812062856293,-17.99999999999985,Stop Loss,6
2025-06-02 17:40:00,2025-06-02 18:00:00,SHORT,33.776,34.181312000000005,34.181312000000005,32.76272,36.02773333333334,43.414143784849756,-17.596273445725117,-18.000000000000092,Stop Loss,4
2025-06-02 18:05:00,2025-06-02 18:20:00,SHORT,34.161,34.570932,34.570932,33.13617,36.4384,42.15221188807406,-17.279540523701883,-17.9999999999999,Stop Loss,3
